file,title,entityType,runtimeSeconds,synopsis,rating_count,rating,en_type,en_url,sdh_sub_lang,url,dir
5325_Blazing_Saddles,Blazing Saddles,Movie,5570.0,A governor grants clemency to a Black convict on the condition that he serve as sheriff of a frontier Western town in writer/director Mel Brooksâ€™ epic black comedy romp that takes on racism and the wild Wild West.,21777.0,4.7,sdh,https://cf-timedtext.aux.pv-cdn.net/ee80/8132/eb6d/4ac4-b673-18b814ce867c/734c1b8d-7236-414a-965e-ca2dd14a3bc7.dfxp,en-us,https://cf-timedtext.aux.pv-cdn.net/ee80/8132/eb6d/4ac4-b673-18b814ce867c/734c1b8d-7236-414a-965e-ca2dd14a3bc7.dfxp,com
5326_Charming_the_Hearts_of_Men,Charming the Hearts of Men,Movie,6455.0,"In the early 60s, a sophisticated woman returns to her southern home town and finds her options are limited. With the help of a Congressional ally, she inspires historic legislation which allows opportunities never before afforded to women.",498.0,4.2,sdh,https://cf-timedtext.aux.pv-cdn.net/5ef8/965c/9f67/4ee3-947f-bb66184c82b4/df86be8a-00c0-4021-9f56-4a0437797a7d.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/5ef8/965c/9f67/4ee3-947f-bb66184c82b4/df86be8a-00c0-4021-9f56-4a0437797a7d.ttml2,com
5327_The_Other_Guys,The Other Guys,Movie,6445.0,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. Gamble relishes his job as a paper pusher, but Hoitz is itching to get back on the street. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",10244.0,4.6,caption,https://cf-timedtext.aux.pv-cdn.net/71a9/6fdf/408a/43bd-9530-cb467faff884/d09fee3a-9894-4696-9df8-2fd8ce753f4e.dfxp,,,com
5329_Overdose,Overdose,Movie,7184.0,"[Original Audio in â€œMultiple Languagesâ€] Sara BellaÃ¯che, captain at the judicial police in Toulouse, is investigating a go-fast linked to the murder of two teenagers, a case that Richard Cross, a cop in Paris, is dealing with. Forced to collaborate, Sara and Richard, with diametrically opposed methods, get plunged into a breathless race against the clock from Spain's to France's roads.",79.0,3.8,subtitle,https://cf-timedtext.aux.pv-cdn.net/51e3/ac83/ffef/41bb-9219-1532b9c554c7/8eb27572-0e59-46e2-9250-cb0d800270ae.ttml2,fr-fr,https://cf-timedtext.aux.pv-cdn.net/9f7c/9fcd/9dc3/47ef-baf8-0c7bca790707/fd4b9400-54de-4c98-b525-0860ad0cfb62.ttml2,com
5330_The_Program,The Program,Movie,6226.0,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",1207.0,4.0,sdh,https://cf-timedtext.aux.pv-cdn.net/16cb/009c/f213/45f8-b0f4-2e5d458fdb70/b4f4942e-0710-4d7c-9fa3-b72f42596d80.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/16cb/009c/f213/45f8-b0f4-2e5d458fdb70/b4f4942e-0710-4d7c-9fa3-b72f42596d80.ttml2,com
5331_The_Danish_Girl,The Danish Girl,Movie,7222.0,Eddie Redmayne and Alicia Vikander star in a remarkable love story inspired by the true events of an artist who embarks on a groundbreaking journey as a transgender pioneer.,2759.0,4.5,sdh,https://cf-timedtext.aux.pv-cdn.net/8de9/3c99/d12d/4965-8f15-9058691c361d/b9e24e5c-c6e3-40e6-ac02-1b1a4de831e1.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/8de9/3c99/d12d/4965-8f15-9058691c361d/b9e24e5c-c6e3-40e6-ac02-1b1a4de831e1.ttml2,com
5332_The_Ghost_Writer,The Ghost Writer,Movie,7709.0,Filmmaker Roman Polanski ramps up the suspense in a thriller about a writer (Ewan McGregor) penning the memoir of an ex-prime minister (Pierce Brosnan).,1420.0,4.3,sdh,https://cf-timedtext.aux.pv-cdn.net/2c06/3c97/a134/4e6a-ac65-972ae3f8afab/6443114a-068e-4720-8f63-bc898f7044b5.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/2c06/3c97/a134/4e6a-ac65-972ae3f8afab/6443114a-068e-4720-8f63-bc898f7044b5.ttml2,com
5333_The_Assassin_Next_Door,The Assassin Next Door,Movie,6558.0,A woman (Olga Kurylenko) forced to work for the Russian Mafia as an assassin agrees to help her next-door neighbor kill her abusive husband.,285.0,3.4,sdh,https://cf-timedtext.aux.pv-cdn.net/9a38/5887/a01e/4944-b522-944024897f1f/abd1aa15-0e3e-4df7-b594-a1a588be6089.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/9a38/5887/a01e/4944-b522-944024897f1f/abd1aa15-0e3e-4df7-b594-a1a588be6089.ttml2,com
5334_Tom_Clancys_The_Division_Agent_Origins,Tom Clancy's The Division: Agent Origins,Movie,1915.0,"New York City teeters on the brink of collapse after being devastated by a pandemic. Four newly activated agents of a secret organization called The Division must leave their old lives behind to prevent the fall of civilization. Tom Clancy's The Divisionâ„¢: Agent Origins, inspired by the groundbreaking video game by UbisoftÂ®.",7480.0,3.5,caption,https://cf-timedtext.aux.pv-cdn.net/8c2a/badd/0e1f/472b-8822-9977c49ce3f7/52539c3f-0887-4a88-9619-65e3e76e56f5.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/8c2a/badd/0e1f/472b-8822-9977c49ce3f7/52539c3f-0887-4a88-9619-65e3e76e56f5.ttml2,com
5335_Bill__Teds_Excellent_Adventure,Bill & Ted's Excellent Adventure,Movie,5391.0,"Two slow-witted students face failing high school history until a force from the future takes them back in time to seek help from real history experts - like Socrates, Napoleon and Abraham Lincoln.",13970.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/6ee5/36b8/453d/428e-a431-dd0a8075fa03/3e64fed2-03f0-49de-8008-ba1ff5cfa0be.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/6ee5/36b8/453d/428e-a431-dd0a8075fa03/3e64fed2-03f0-49de-8008-ba1ff5cfa0be.ttml2,com
5336_Bridget_Joness_Baby,Bridget Jones's Baby,Movie,7351.0,The continuing adventures of British publishing executive Bridget Jones as she enters her 40s.,4719.0,4.7,sdh,https://cf-timedtext.aux.pv-cdn.net/c968/28c6/1dbe/43ab-b7f3-61d824a22ba3/ec610a14-6669-48ee-abe8-f3fde0ebc1ec.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/c968/28c6/1dbe/43ab-b7f3-61d824a22ba3/ec610a14-6669-48ee-abe8-f3fde0ebc1ec.ttml2,com
5337_Rocky_V,Rocky V,Movie,6249.0,"Rocky Balboa discovers that he has lost all his money. To make matters worse, injuries from his fights force him to retire from the ring.",2706.0,4.7,sdh,https://cf-timedtext.aux.pv-cdn.net/8c0b/f631/5332/4809-9436-436ad99b7993/8794650f-ad62-4398-a1b3-2182739a344e.ttml2,ko-kr,https://cf-timedtext.aux.pv-cdn.net/cb33/31ce/9291/423e-8737-de4905820496/bfcd326d-6dec-4477-a560-e7f2ba08bb60.ttml2,com
5338_Earth_Girls_Are_Easy,Earth Girls Are Easy,Movie,6023.0,"Three aliens (Jim Carrey, Damon Wayans and Jeff Goldblum) crash-land in Los Angeles' San Fernando Valley. A manicurist (Geena Davis) and her boss (the wacky Julie Brown) befriend the threesome, give them makeovers and show them the town.",1613.0,4.7,sdh,https://cf-timedtext.aux.pv-cdn.net/c56a/f3b6/462a/4e38-b091-98f6397aae93/5873ea1e-f3b3-4586-bdd2-8558acefae0e.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/c56a/f3b6/462a/4e38-b091-98f6397aae93/5873ea1e-f3b3-4586-bdd2-8558acefae0e.ttml2,com
5340_Virtuosity,Virtuosity,Movie,6352.0,"Parker Barnes, an ex-cop with a tragic past, is unfairly imprisoned and given one last chance at freedom: he must hunt down a vicious computer-generated murderer who has escaped from cyberspace and entered the real world.",1043.0,4.3,sdh,https://cf-timedtext.aux.pv-cdn.net/230c/eb45/6db4/4c70-8cfa-0d4e8092c83e/4c471ac6-588c-4c62-8c07-d6755d0a7a0c.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/230c/eb45/6db4/4c70-8cfa-0d4e8092c83e/4c471ac6-588c-4c62-8c07-d6755d0a7a0c.ttml2,com
5341_The_New_Daughter,The New Daughter,Movie,6475.0,"Kevin Costner stars as a single father who moves his two children to rural South Carolina, only to watch his daughter exhibit increasingly strange behavior.",976.0,3.5,sdh,https://cf-timedtext.aux.pv-cdn.net/77bf/9dc9/93e2/45c6-8098-101fc8ad1628/dbe0f703-8e16-4891-934a-0dcbb28b02be.dfxp,en-us,https://cf-timedtext.aux.pv-cdn.net/77bf/9dc9/93e2/45c6-8098-101fc8ad1628/dbe0f703-8e16-4891-934a-0dcbb28b02be.dfxp,com
5342_Gangs_of_Lagos,Gangs of Lagos,Movie,7489.0,"Best friends Obalola, Ify and Gift were born and raised in Isale Eko, where politically affiliated gangs rule the streets. When rival gangs paint the streets red with blood, Obalola, Ify and Gift get caught up in gang wars which lead to the uncovering of secrets that shake the very foundations of Isale Eko and, ultimately, bring them to the realization of their destiny.",135.0,4.8,,,en-gb,https://cf-timedtext.aux.pv-cdn.net/a4c8/e2b4/d889/49e4-bda7-006df4335090/2917b8cc-ff98-4c70-8cd6-84b7b625a2b2.ttml2,com
5343_Young_Sherlock_Holmes,Young Sherlock Holmes,Movie,6532.0,"In their first semester at boarding school, a plague of bizarre, puzzling murders grip London, so teenage Sherlock Holmes and his newfound friend John Watson decide investigate, hoping to untangle the dark and twisted mystery.",1602.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/9f9a/b668/cf7f/47e2-9127-ff4621f7b645/24081dc4-7496-4b93-9832-adfff5766364.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/9f9a/b668/cf7f/47e2-9127-ff4621f7b645/24081dc4-7496-4b93-9832-adfff5766364.ttml2,com
5348_Dabangg_3_Telugu,Dabangg 3 (Telugu),Movie,9372.0,"Dabangg 3 is a high-voltage tongue-in-cheek story of a famous cop, Chulbul Pandey, an Uttar Pradesh cop who calls himself Robin Hood Pandey. Things take an unexpected turn when his past comes to haunt him as the face of the main antagonist of the film, Balli. Circumstances force Chulbul to take up the righteous path to protect his loved ones and family and do what is right in the eyes of the law.",186.0,2.6,,,en-gb,https://cf-timedtext.aux.pv-cdn.net/f6f6/ce36/bb0e/420a-86e5-e85d9ca68d35/087f57b2-4ed5-4042-8336-f6419aa3f315.ttml2,com
5349_Major_Ajay_Krishna,Major Ajay Krishna,Movie,10258.0,"Ajay Krishnaact (Mahesh Babu) is an orphan and a soldier serving in Kashmir. Professor Bharathi (Vijayashanthi) is a righteous professor and single mother of three, with one son already lost during service. How Ajay steps up when she's in trouble forms the crux of the story.",6.0,3.2,sdh,https://cf-timedtext.aux.pv-cdn.net/326a/65a3/7e1f/4074-9fd8-ba2b52d84211/ec177ba4-fd57-474e-9c17-3007f2ecb9db.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/326a/65a3/7e1f/4074-9fd8-ba2b52d84211/ec177ba4-fd57-474e-9c17-3007f2ecb9db.ttml2,com
5350_Agent_Sai_Hindi,Agent Sai (Hindi),Movie,7986.0,"Agent Sai, a Nellore-based detective, faces trouble when he investigates the case of an unidentified body found near a railway track.",19.0,3.9,sdh,https://cf-timedtext.aux.pv-cdn.net/7fcd/8e14/e27a/408a-83b9-b5a0b0b39217/df1d7ac4-2a33-491f-907a-a0a824eb93e8.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/7fcd/8e14/e27a/408a-83b9-b5a0b0b39217/df1d7ac4-2a33-491f-907a-a0a824eb93e8.ttml2,com
5352_Sandeep_Aur_Pinky_Faraar,Sandeep Aur Pinky Faraar,Movie,7394.0,"Sandeep, a bank executive & Pinky, a suspended cop, are marked for a kill. Phones tapped, accounts blocked, they escape but escaping is not freedom.",130.0,3.4,sdh,https://cf-timedtext.aux.pv-cdn.net/8fe8/7514/e15f/426f-85cc-519b8036a349/f1452e43-47b2-44a5-af52-821d6db8af5c.ttml2,ar-sa,https://cf-timedtext.aux.pv-cdn.net/ae51/be81/9021/48ca-a027-badd69863ba1/9c3041a1-c421-4170-97a4-bc506ad80f02.ttml2,com
5353_Pattas_Tamil,Pattas (Tamil),Movie,8424.0,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire?,33.0,3.9,subtitle,https://cf-timedtext.aux.pv-cdn.net/8e30/9202/abd2/4dd5-a8e7-6bd9534bd91b/943b84ec-9af2-4813-81b7-ae0899360532.ttml2,ta-in,https://cf-timedtext.aux.pv-cdn.net/c200/5483/82ba/48c6-a3af-1fba710d76e4/993aab40-1ce7-4055-a720-be1b9f592239.ttml2,com
5354_Jack__Daniel,Jack & Daniel,Movie,9280.0,"Jack, a thief of hoodwinks the system and steals black money is chased by Daniel, a cop intent on catching him.",26.0,3.5,,,,,com
5355_Thuparivaalan,George A. Romero's Survival of the Dead,Movie,5392.0,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state. The master George A. Romero returns with a new entry in the greatest horror series of all time. Combining black humor with his trademark zombie gore and apocalyptic vision, it's a must see for horror fans.",917.0,4.0,,,,,com
5356_Dog_Years,Thuparivaalan,Movie,9283.0,"Detective Kaniyan Poonkundran who craves for an interesting case to solve, faces a major challenge while solving the mystery of a murdered dog which leads him to capture a powerful rival who proves to be a fitting opponent for him.",30.0,4.1,,,,,com
5357_Madha,Madha,Movie,6249.0,"MADHA, a Sanskrit term translates to ""Insanity Personified"" in English. the story revolves around the character ""NISHA"" a small time proof reader at an an ad agency, who is left an orphan at a very young age. She is targeted by ""Arjun"" who pretend to be in love with her but traps her into something, which will change Nisha's life forever.",47.0,2.7,,,,,com
5358_Raatchasi,Raatchasi,Movie,7953.0,"Geetha Rani, the new headmistress of a Government School, has to confront misbehaving students, lethargic faculty and non-existent routines. As she faces these difficulties, will she be able to reform the education system and the society?",122.0,4.6,,,ta-in,https://cf-timedtext.aux.pv-cdn.net/b289/096b/1ccf/4400-9e37-ece4448dc018/6fdec527-c18d-40f9-9824-649857bc76e6.ttml2,com
5363_Good_Night_Oppy,Good Night Oppy,Movie,6298.0,"Good Night Oppy tells the inspirational true story of Opportunity, a rover that was sent to Mars for a 90-day mission but ended up surviving for 15 years. The film follows Opportunityâ€™s groundbreaking journey on Mars and the remarkable bond forged between a robot and her humans millions of miles away.",783.0,4.8,sdh,https://cf-timedtext.aux.pv-cdn.net/6237/2b54/e573/4183-b9ef-44f72f37cb24/f68b34b8-ec7c-4954-bf0e-c10504df4baf.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/6237/2b54/e573/4183-b9ef-44f72f37cb24/f68b34b8-ec7c-4954-bf0e-c10504df4baf.ttml2,com
5364_Lucy_and_Desi,Lucy and Desi,Movie,6170.0,"From director Amy Poehler, Lucy and Desi explores the unlikely partnership and enduring legacy of one of the most prolific power couples in entertainment history. Lucille Ball and Desi Arnaz risked everything to be together.",512.0,4.8,sdh,https://cf-timedtext.aux.pv-cdn.net/4519/ca27/740b/4298-9c42-ee0ffc457970/105eec59-5599-4178-ba46-530e842889de.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/4519/ca27/740b/4298-9c42-ee0ffc457970/105eec59-5599-4178-ba46-530e842889de.ttml2,com
5365_Brittany_Runs_A_Marathon,Peace by Chocolate,Movie,5829.0,"After the bombing of his father's chocolate factory, a charming young Syrian refugee struggles to settle into his new Canadian small-town life, caught between following his dream to become a doctor and preserving his family's chocolate-making legacy. Based on the incredible internationally recognized true story.",411.0,4.4,,,,,com
5366_Love_Kennedy,"Love, Kennedy",Movie,5509.0,"Kennedy Hansen is a 15 year old girl with three goals, drive a car, date boys and be a cheerleader. Even though she contracts a terrible disease, Kennedy is able to triump over her obstacles and make her dreams come true.",644.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/2cb7/3808/8255/4ac9-8a2a-bb9cf750e82b/1002c931-5d4d-4faf-95cc-d7a9eb7e6312.dfxp,es-419,https://cf-timedtext.aux.pv-cdn.net/bb5f/a181/4eb8/41a5-932d-ae4ed264d312/4d5cb8c4-6419-4502-a46c-c533d2d14381.dfxp,com
5367_Love_On_The_Rise,Love On The Rise,Movie,5127.0,"A baker mistakes a wealthy bachelor for a waiter and the two quickly fall in love, not realizing his company is trying to evict her bakery.",266.0,3.8,sdh,https://cf-timedtext.aux.pv-cdn.net/2d2e/2632/5daf/4375-bc51-a35a809168be/bac9b543-68a9-48fb-b73f-54448c5d72c0.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/2d2e/2632/5daf/4375-bc51-a35a809168be/bac9b543-68a9-48fb-b73f-54448c5d72c0.ttml2,com
5368_Life_Itself,Life Itself,Movie,7059.0,"As a young New York City couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",4139.0,4.5,sdh,https://cf-timedtext.aux.pv-cdn.net/109c/ff98/6953/48a0-9d12-fa8fa2af9680/4c749bbc-7f33-48b8-9df1-9905e251dab7.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/109c/ff98/6953/48a0-9d12-fa8fa2af9680/4c749bbc-7f33-48b8-9df1-9905e251dab7.ttml2,com
5369_Young_Detective_Dee_Rise_of_the_Sea_Dragon,Young Detective Dee: Rise of the Sea Dragon,Movie,8016.0,"From legendary action director Tsui Hark and the creators of international smash hit Detective Dee franchise. Dee Renjie, a new member of the Imperial police force, investigates reports of a sea monster terrorizing a town and uncovers a conspiracy involving treachery and betrayal within the Imperial family.",558.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/e49d/ec04/0c22/4a00-93d4-aec23606d427/4eb6aa3b-66ec-48d2-9ba5-a6807cb1143c.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/e49d/ec04/0c22/4a00-93d4-aec23606d427/4eb6aa3b-66ec-48d2-9ba5-a6807cb1143c.ttml2,com
536_Play_the_Game,Play the Game,Movie,6371.0,"A young ladies' man teaches his dating tricks to his lonely, widowed grandfather, and plays his best mind games to meet the woman of his dreams.",95.0,3.6,sdh,https://cf-timedtext.aux.pv-cdn.net/156d/af6b/9ed7/4c62-8b84-217cd478e19e/fe6d1a25-7153-4439-8c52-883cd07de0a2.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/156d/af6b/9ed7/4c62-8b84-217cd478e19e/fe6d1a25-7153-4439-8c52-883cd07de0a2.ttml2,com
5370_911_Minute_by_Minute,9/11: Minute by Minute,Movie,3857.0,"The four coordinated attacks, driven by religious extremism, claimed the lives of thousands. The chaos in the skies sent radio communications into meltdown. Follow the key aspects of the nation's response as the deadly disaster unfolds.",246.0,4.1,sdh,https://cf-timedtext.aux.pv-cdn.net/aa0c/0a1f/b830/4c04-bdde-36484b22d5a3/eb10c1af-afff-4548-93ba-71bdd5af9fe8.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/aa0c/0a1f/b830/4c04-bdde-36484b22d5a3/eb10c1af-afff-4548-93ba-71bdd5af9fe8.ttml2,com
5373_Munna_Bhai_MBBS,Munna Bhai M.B.B.S.,Movie,8986.0,"Munna Bhai M.B.B.S. Is A National Award Winning Bollywood Comedy Hindi Movie, Directed By Rajkumar Hirani, Starring Sanjay Dutt And Arshad Warsi In The Lead Roles. The Film Won 18 Awards. Munna Is A Goon Who Sets Out To Fulfill His Father's Dream Of Becoming A Doctor. With Help From His Sidekick Circuit, He Enrolls Himself In Medical College And Drives Dr Asthana Up The Wall.",200.0,4.2,,,en-gb,https://cf-timedtext.aux.pv-cdn.net/b413/e8b6/32e6/4879-bf54-ed3d4c35a885/63b05c8f-7d65-419c-b9f6-edfce8d5f6c0.ttml2,com
5374_Northmen_A_Viking_Saga,Northmen: A Viking Saga,Movie,5856.0,"When a storm decimates their longboat and strands them behind enemy lines, a crew of Viking raiders must cut through the harsh, unknown territory to reach the safety of a Viking stronghold.",1420.0,4.0,sdh,https://cf-timedtext.aux.pv-cdn.net/98fd/25bd/c6d8/4721-ae21-59a9844ff15b/1608a704-f7e2-422e-9ac2-6be0824b7154.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/98fd/25bd/c6d8/4721-ae21-59a9844ff15b/1608a704-f7e2-422e-9ac2-6be0824b7154.ttml2,com
5375_Baby_Shark__More_Kids_Songs_Little_Treehouse,Baby Shark & More Kids Songs (Little Treehouse),Movie,2867.0,"Let's explore the ocean with Baby Shark, Mommy Shark, Daddy Shark, Grandma Shark and Grandpa Shark.",168.0,4.3,sdh,https://cf-timedtext.aux.pv-cdn.net/5497/d5a3/ce7e/4ab8-aaa5-0c1440a5ada9/8e0eb394-89f9-4146-adb1-352c29577fef.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/5497/d5a3/ce7e/4ab8-aaa5-0c1440a5ada9/8e0eb394-89f9-4146-adb1-352c29577fef.ttml2,com
5376_All_Roads_Lead_to_Rome,All Roads Lead to Rome,Movie,5459.0,"Maggie is an uptight, single mother and college writing teacher from New York City. In an effort to reconnect with her troubled teen daughter Summer, she decides to embark on a journey to a Tuscan village that she frequented in her younger days.",587.0,3.4,sdh,https://cf-timedtext.aux.pv-cdn.net/fd25/b192/c327/464b-a85b-84235e74029b/628d5307-e3d3-4e48-892d-556d559ba1ca.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/fd25/b192/c327/464b-a85b-84235e74029b/628d5307-e3d3-4e48-892d-556d559ba1ca.ttml2,com
5377_The_Cokeville_Miracle,The Cokeville Miracle,Movie,5615.0,"The Cokeville Miracle is an astounding true story about survival in the face of unimaginable terror. On May 16th, 1986, in the small town of Cokeville, Wyoming, David and Doris Young entered the local elementary school with a bomb and held the entire school hostage in one room. In the mayhem that followed the bomb was detonated, but not one hostage was killed and the parents must put their scepticism aside as children start to tell stories of how they survived. How is it possible for a packed building to explode yet leave no casualties?",447.0,4.5,sdh,https://cf-timedtext.aux.pv-cdn.net/176e/58e1/08ba/4233-868a-9a67b2bb8159/11d35503-09bd-4fc5-b271-e473536f0aaf.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/176e/58e1/08ba/4233-868a-9a67b2bb8159/11d35503-09bd-4fc5-b271-e473536f0aaf.ttml2,com
5378_Break_Every_Chain,Break Every Chain,Movie,6199.0,"Facing the threat of losing his job as a police officer, the loss of his wife and daughter, and contemplating suicide, a man turns to faith and finds hope and redemption.",1184.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/6f74/ac5b/04bf/4ca7-8323-7e44d05d1ca4/d0c87f24-5da1-4a75-ab04-e5af69c26186.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/6f74/ac5b/04bf/4ca7-8323-7e44d05d1ca4/d0c87f24-5da1-4a75-ab04-e5af69c26186.ttml2,com
5379_The_Stranger,The Stranger,Movie,4740.0,"After the murder of her husband, Amanda relocates with her daughter, Karli, and purchases a hotel in the countryside. Their fresh start is interrupted by the arrival of a mysterious man who pleads for shelter, fleeing an unknown threat.",51.0,2.9,,,en-gb,https://cf-timedtext.aux.pv-cdn.net/0650/379b/16e3/4ead-841e-7cf2d3d864c2/aee39ae6-66be-4eea-9fcd-7b82c7f54162.ttml2,com
537_Waffle_Street,Waffle Street,Movie,5434.0,"A jaded financier who, after losing his Wall Street job, finds redemption and an unlikely friendship as a waiter in a 24-hour diner. TV-PG-D",272.0,4.2,sdh,https://cf-timedtext.aux.pv-cdn.net/a3eb/db9e/7720/4a81-8e4a-b0dff18fc849/cc0dd497-c2c0-44a2-9f5e-a5a59e5c534e.dfxp,en-us,https://cf-timedtext.aux.pv-cdn.net/a3eb/db9e/7720/4a81-8e4a-b0dff18fc849/cc0dd497-c2c0-44a2-9f5e-a5a59e5c534e.dfxp,com
5380_The_Wrong_Car,The Wrong Car,Movie,5228.0,"Starring Danielle Savre, Jackson Davis, and Francia Raisa. Victimized by a serial rapist, a law school student grows frustrated by the slow pace of the justice system and takes matters into her own hands.",170.0,4.0,sdh,https://cf-timedtext.aux.pv-cdn.net/64ed/f470/167e/41d8-9629-0a19a996dba1/353d5a14-c241-4164-8909-b253f298509b.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/64ed/f470/167e/41d8-9629-0a19a996dba1/353d5a14-c241-4164-8909-b253f298509b.ttml2,com
5382_Deep_Freeze,Deep Freeze,Movie,5005.0,An Antarctic drilling station is under attack by a mysterious killer. Will anyone survive?,32.0,2.8,sdh,https://cf-timedtext.aux.pv-cdn.net/12f6/b318/fc33/4a7c-919a-0717af7542c5/5853e9de-a32e-430a-bdcf-001f49cd800e.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/12f6/b318/fc33/4a7c-919a-0717af7542c5/5853e9de-a32e-430a-bdcf-001f49cd800e.ttml2,com
5383_Pnk_All_I_Know_So_Far,P!nk: All I Know So Far,Movie,5962.0,"A behind-the-scenes look at P!NK as she balances family and life on the road, leading up to her first Wembley Stadium performance on 2019â€™s â€œBeautiful Traumaâ€ world tour.",1085.0,4.8,sdh,https://cf-timedtext.aux.pv-cdn.net/75b5/a6aa/1b2d/485a-8bcc-7c380f86e018/e19bda02-9d58-4882-ad39-bbca028a14ea.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/75b5/a6aa/1b2d/485a-8bcc-7c380f86e018/e19bda02-9d58-4882-ad39-bbca028a14ea.ttml2,com
5385_Set_Up,Set Up,Movie,5093.0,"A group of friends plan out a detailed heist that turns deadly when one betrays the other by taking off with the goods. Taking matters into his own hands, Sonny seeks out his revenge teaming up with the most dangerous mob boss in town to get back what is rightfully his. When he finally comes face to face with his longtime friend he will be forced to make a life changing choice.",573.0,4.2,sdh,https://cf-timedtext.aux.pv-cdn.net/9792/4033/8b8a/4845-b8df-dad37e4287d9/ff50b174-e646-46b7-ba73-95560b5de736.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/9792/4033/8b8a/4845-b8df-dad37e4287d9/ff50b174-e646-46b7-ba73-95560b5de736.ttml2,com
5387_American_Virgins,American Virgins,Movie,5537.0,Three best friends are in for the greatest night of their lives. Follow Joey (Joe Perry) and his two buddies as they set out on a crazy hormone-driven adventure to score the woman of Joey's dreams.,11.0,2.2,sdh,https://cf-timedtext.aux.pv-cdn.net/f7fe/20d5/4871/415c-8431-4fe60ed1d6f7/e0dc3d38-7280-40c8-b955-a66bd5dc183d.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/f7fe/20d5/4871/415c-8431-4fe60ed1d6f7/e0dc3d38-7280-40c8-b955-a66bd5dc183d.ttml2,com
5389_Most_Wanted,Most Wanted,Movie,7498.0,"Inspired by a gripping true story, an investigative reporter (Josh Hartnett) fights to expose the twisted truth behind a heroin bust orchestrated by dirty cops to frame an innocent man â€“ sentencing him to life in a Thai prison.",10021.0,4.0,sdh,https://cf-timedtext.aux.pv-cdn.net/2615/97e0/9189/4be4-a872-bf2458fdba9f/40a360c9-f58d-4543-b2fd-71c80f192fb2.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/2615/97e0/9189/4be4-a872-bf2458fdba9f/40a360c9-f58d-4543-b2fd-71c80f192fb2.ttml2,com
